,Row.names,Genotype,Soil_type.x,Block,Clade,Soil_inoculation,Sample_ID,Iteration,Selection.x,Plate.Positon,Plate,Belowground,Tuber_Mass,Aboveground,Total,DNA.Extract,Plate_DNA,Slot_DNA,DNA_conc,i5_adaptor_16S,i7_adaptor_16S,Notes,combo_line,Soil_type.y,Selection.y,avg,n,se,Response,Chao1,se.chao1,Shannon,Simpson
55,CC2_2_4,Cor.C 95,Winterfell,CC2,C,CC2_2,CC2_2,4,Positive,F2,2,0.42,19.11,1.75,21.28,,NA,NA,NA,NA,NA,,Cor.C 95_Sterile_S,Sterile,S,14.9725,4,8.782117602,4.1375,291.75,1.42346733,4.917376391,0.985932839
60,CC2_4_3,Cor.C 95,Winterfell,CC2,C,CC2_10,CC2_4,3,Positive,D4,1,1.05,0,3.85,4.9,,NA,NA,NA,NA,NA,NO TUBER,Cor.C 95_Sterile_S,Sterile,S,0,4,0,0,211,0.099762752,4.86279307,0.988955827
62,CC2_4_5,Cor.C 95,Winterfell,CC2,C,CC2_2,CC2_4,5,Positive,C4,1,1.57,0,10.13,11.7,,NA,NA,NA,NA,NA,,Cor.C 95_Sterile_S,Sterile,S,14.23666667,3,2.72259884,-14.23666667,143,0.249124341,3.375483216,0.900603628
64,CC2_5_5,Cor.C 95,Winterfell,CC2,C,CC2_2,CC2_5,5,Positive,C5,1,1.04,0.03,6.12,7.19,,NA,NA,NA,NA,NA,,Cor.C 95_Sterile_S,Sterile,S,14.23666667,3,2.72259884,-14.20666667,138,0,4.120816029,0.972392877
67,CC2_7_3,Cor.C 95,Winterfell,CC2,C,CC2_10,CC2_7,3,Positive,D7,1,1.82,0,5.36,7.18,,NA,NA,NA,NA,NA,NO TUBER,Cor.C 95_Sterile_S,Sterile,S,0,4,0,0,86,0,4.137727069,0.980382625
68,CC2_7_5,Cor.C 95,Winterfell,CC2,C,CC2_2,CC2_7,5,Positive,C7,1,1.05,4.42,4.38,9.85,,NA,NA,NA,NA,NA,,Cor.C 95_Sterile_S,Sterile,S,14.23666667,3,2.72259884,-9.816666667,68,0,3.74048746,0.968509955
71,GC1_1_3,G.Chili,Hancock,GC1,C,GC1_3,GC1_1,3,Positive,E1,1,1.23,24.55,6.76,32.54,,NA,NA,NA,NA,NA,,G.Chili_Sterile_S,Sterile,S,41.0225,4,8.99979016,-16.4725,110,0,4.264486634,0.981450951
73,GC1_10_3,G.Chili,Hancock,GC1,C,GC1_3,GC1_10,3,Positive,E10,1,1.21,39.82,6.77,47.8,,NA,NA,NA,NA,NA,,G.Chili_Sterile_S,Sterile,S,41.0225,4,8.99979016,-1.2025,100,0,3.733740655,0.949869352
76,GC1_2_5,G.Chili,Hancock,GC1,C,GC1_7,GC1_2,5,Positive,D2,1,2.75,38.17,12.17,53.09,,NA,NA,NA,NA,NA,,G.Chili_Sterile_S,Sterile,S,49.015,4,2.460997427,-10.845,77,0,3.792282324,0.965965084
78,GC1_3_5,G.Chili,Hancock,GC1,C,GC1_7,GC1_3,5,Positive,D3,1,1.53,36.56,12.21,50.3,,NA,NA,NA,NA,NA,,G.Chili_Sterile_S,Sterile,S,49.015,4,2.460997427,-12.455,169,0.124629629,4.182597568,0.966630211
79,GC1_5_3,G.Chili,Hancock,GC1,C,GC1_3,GC1_5,3,Positive,E5,1,1.32,34.78,5.02,41.12,,NA,NA,NA,NA,NA,,G.Chili_Sterile_S,Sterile,S,41.0225,4,8.99979016,-6.2425,142,0.124559082,4.563062444,0.985924482
80,GC1_5_5,G.Chili,Hancock,GC1,C,GC1_7,GC1_5,5,Positive,D5,1,1.79,37.64,6.01,45.44,,NA,NA,NA,NA,NA,,G.Chili_Sterile_S,Sterile,S,49.015,4,2.460997427,-11.375,193,0.498702981,4.679467469,0.985893649
84,GC1_7_4,G.Chili,Hancock,GC1,C,GC1_10,GC1_7,4,Positive,C7,1,0.23,45.32,0.88,46.43,,NA,NA,NA,NA,NA,,G.Chili_Sterile_S,Sterile,S,35.68,3,4.639709043,9.64,109,0,4.302800693,0.982401412
86,GC1_9_5,G.Chili,Hancock,GC1,C,GC1_7,GC1_9,5,Positive,D9,1,1.9,38.05,12.3,52.25,,NA,NA,NA,NA,NA,,G.Chili_Sterile_S,Sterile,S,49.015,4,2.460997427,-10.965,229,0.249453551,4.666464875,0.981704572
94,GC2_5_3,G.Chili,Winterfell,GC2,C,GC2_7,GC2_5,3,Positive,C5,1,1.18,9,7.03,17.21,,NA,NA,NA,NA,NA,,G.Chili_Sterile_S,Sterile,S,41.0225,4,8.99979016,-32.0225,143,0,4.590341048,0.986566246
95,GC2_6_3,G.Chili,Winterfell,GC2,C,GC2_7,GC2_6,3,Positive,C6,1,1.54,11.21,7.49,20.24,,NA,NA,NA,NA,NA,,G.Chili_Sterile_S,Sterile,S,41.0225,4,8.99979016,-29.8125,113,0,4.396485968,0.984806232
97,GC2_7_4,G.Chili,Winterfell,GC2,C,GC2_8,GC2_7,4,Positive,A7,1,0.1,52.07,1.18,53.35,,NA,NA,NA,NA,NA,,G.Chili_Sterile_S,Sterile,S,35.68,3,4.639709043,16.39,319,0,4.556877206,0.971167906
98,GC2_8_3,G.Chili,Winterfell,GC2,C,GC2_7,GC2_8,3,Positive,C8,1,1.64,18.76,7.87,28.27,,NA,NA,NA,NA,NA,,G.Chili_Sterile_S,Sterile,S,41.0225,4,8.99979016,-22.2625,98,0,4.283181687,0.982756634
100,H1_1_3,Huagalina,Hancock,H1,A,H1_6,H1_1,3,Positive,G1,1,1.21,0,4.33,5.54,,NA,NA,NA,NA,NA,,Huagalina_Sterile_S,Sterile,S,0.24,4,0.24,-0.24,115,0.49782134,4.310199484,0.980958891
101,H1_1_5,Huagalina,Hancock,H1,A,H1_5,H1_1,5,Positive,B1,1,1.02,22.84,7.36,31.22,,NA,NA,NA,NA,NA,,Huagalina_Sterile_S,Sterile,S,25.0425,4,2.835948915,-2.2025,178,0,4.31552534,0.976604139
107,H1_4_3,Huagalina,Hancock,H1,A,H1_6,H1_4,3,Positive,G4,1,0.25,0,3.2,3.45,,NA,NA,NA,NA,NA,,Huagalina_Sterile_S,Sterile,S,0.24,4,0.24,-0.24,100,0,4.109350224,0.976922829
108,H1_4_5,Huagalina,Hancock,H1,A,H1_5,H1_4,5,Positive,B4,1,1.01,21.54,4.72,27.27,,NA,NA,NA,NA,NA,,Huagalina_Sterile_S,Sterile,S,25.0425,4,2.835948915,-3.5025,126,0,4.296372982,0.978329763
110,H1_5_4,Huagalina,Hancock,H1,A,H1_10,H1_5,4,Positive,G5,1,1.93,0,3.71,5.64,,NA,NA,NA,NA,NA,,Huagalina_Sterile_S,Sterile,S,13.41,4,3.0857333,-13.41,272,0.099816007,4.97084046,0.987670382
113,H1_6_2,Huagalina,Hancock,H1,A,H1_5,H1_6,2,Positive,B6,1,4.27,1.33,4.73,10.33,,NA,NA,NA,NA,NA,,Huagalina_Sterile_S,Sterile,S,2.5325,4,1.47172447,-1.2025,191,0.166229794,4.599436938,0.983090721
114,H1_6_5,Huagalina,Hancock,H1,A,H1_5,H1_6,5,Positive,B6,1,0.53,13.41,3.12,17.06,,NA,NA,NA,NA,NA,,Huagalina_Sterile_S,Sterile,S,25.0425,4,2.835948915,-11.6325,133,0,4.102291764,0.972596346
116,H1_7_5,Huagalina,Hancock,H1,A,H1_5,H1_7,5,Positive,B7,1,0.39,13.59,3.07,17.05,,NA,NA,NA,NA,NA,,Huagalina_Sterile_S,Sterile,S,25.0425,4,2.835948915,-11.4525,141,0,4.223680277,0.97434797
118,H1_8_3,Huagalina,Hancock,H1,A,H1_6,H1_8,3,Positive,G8,1,0.37,0,2.84,3.21,,NA,NA,NA,NA,NA,,Huagalina_Sterile_S,Sterile,S,0.24,4,0.24,-0.24,134,0,4.336679316,0.97826733
122,H2_1_4,Huagalina,Winterfell,H2,A,H2_9,H2_1,4,Positive,H1,1,1.72,11.85,6.72,20.29,,NA,NA,NA,NA,NA,,Huagalina_Sterile_S,Sterile,S,13.41,4,3.0857333,-1.56,55,0,3.583740919,0.962659498
124,H2_10_2,Huagalina,Winterfell,H2,A,H2_3,H2_10,2,Positive,C10,1,3.55,7.96,7.49,19,,NA,NA,NA,NA,NA,,Huagalina_Sterile_S,Sterile,S,2.5325,4,1.47172447,5.4275,400,0,5.496179043,0.993472938
128,H2_3_5,Huagalina,Winterfell,H2,A,H2_1,H2_3,5,Positive,C3,2,0.67,25.19,4.62,30.48,,NA,NA,NA,NA,NA,,Huagalina_Sterile_S,Sterile,S,25.0425,4,2.835948915,0.1475,535,0.166510831,5.337969245,0.989643805
135,H2_9_5,Huagalina,Winterfell,H2,A,H2_1,H2_9,5,Positive,C9,2,1.06,26.15,5.38,32.59,,NA,NA,NA,NA,NA,,Huagalina_Sterile_S,Sterile,S,25.0425,4,2.835948915,1.1075,560.1666667,0.543559745,5.285168124,0.984776785
141,PC1_1_5,Papa Cacho,Hancock,PC1,C,PC1_7,PC1_1,5,Positive,A1,2,1.06,21.64,6.94,29.64,,NA,NA,NA,NA,NA,,Papa Cacho_Sterile_S,Sterile,S,38.6075,4,6.519342215,-16.9675,122,0,3.753450474,0.956167495
144,PC1_2_5,Papa Cacho,Hancock,PC1,C,PC1_7,PC1_2,5,Positive,A2,2,0.9,35.31,4.78,40.99,,NA,NA,NA,NA,NA,,Papa Cacho_Sterile_S,Sterile,S,38.6075,4,6.519342215,-3.2975,740,4.182290527,5.745368549,0.993250858
150,PC1_5_5,Papa Cacho,Hancock,PC1,C,PC1_7,PC1_5,5,Positive,A5,2,2.08,46.89,6.64,55.61,,NA,NA,NA,NA,NA,,Papa Cacho_Sterile_S,Sterile,S,38.6075,4,6.519342215,8.2825,367.1666667,0.543527108,5.194078949,0.98973833
152,PC1_6_5,Papa Cacho,Hancock,PC1,C,PC1_7,PC1_6,5,Positive,A6,2,0.69,37.72,4.51,42.92,,NA,NA,NA,NA,NA,,Papa Cacho_Sterile_S,Sterile,S,38.6075,4,6.519342215,-0.8875,629.1666667,0.543566554,5.58994907,0.992501785
153,PC1_7_3,Papa Cacho,Hancock,PC1,C,PC1_5,PC1_7,3,Positive,G12,1,1.94,2.55,11.59,16.08,,NA,NA,NA,NA,NA,,Papa Cacho_Sterile_S,Sterile,S,12.39,4,5.502213191,-9.84,146,0,4.460889237,0.981694841
154,PC1_7_4,Papa Cacho,Hancock,PC1,C,PC1_8,PC1_7,4,Positive,A7,2,0.08,34.84,2.92,37.84,,NA,NA,NA,NA,NA,,Papa Cacho_Sterile_S,Sterile,S,25.55,3,4.01661964,9.29,131,0.498087947,4.151346158,0.971508981
155,PC1_8_3,Papa Cacho,Hancock,PC1,C,PC1_5,PC1_8,3,Positive,H12,1,1,23.96,4.95,29.91,,NA,NA,NA,NA,NA,,Papa Cacho_Sterile_S,Sterile,S,12.39,4,5.502213191,11.57,429.2,0.621502853,5.540021209,0.993484376
161,PC2_10_5,Papa Cacho,Winterfell,PC2,C,PC2_7,PC2_10,5,Positive,B10,2,1.62,27.02,9.3,37.94,,NA,NA,NA,NA,NA,,Papa Cacho_Sterile_S,Sterile,S,38.6075,4,6.519342215,-11.5875,356.6,1.186214706,5.21947507,0.990593972
162,PC2_2_3,Papa Cacho,Winterfell,PC2,C,PC2_2,PC2_2,3,Positive,B2,1,2.04,0,7.93,9.97,,NA,NA,NA,NA,NA,NO TUBER,Papa Cacho_Sterile_S,Sterile,S,12.39,4,5.502213191,-12.39,110,0,4.339056709,0.983520447
168,PC2_4_5,Papa Cacho,Winterfell,PC2,C,PC2_7,PC2_4,5,Positive,B4,2,1.31,37.71,6.11,45.13,,NA,NA,NA,NA,NA,,Papa Cacho_Sterile_S,Sterile,S,38.6075,4,6.519342215,-0.8975,415.25,0.736704537,5.282870986,0.990567769
170,PC2_5_3,Papa Cacho,Winterfell,PC2,C,PC2_2,PC2_5,3,Positive,B5,1,1.03,10.44,6.09,17.56,,NA,NA,NA,NA,NA,,Papa Cacho_Sterile_S,Sterile,S,12.39,4,5.502213191,-1.95,182,0,4.446417941,0.978140664
172,PC2_6_5,Papa Cacho,Winterfell,PC2,C,PC2_7,PC2_6,5,Positive,B6,2,1.2,37.52,5.96,44.68,,NA,NA,NA,NA,NA,,Papa Cacho_Sterile_S,Sterile,S,38.6075,4,6.519342215,-1.0875,609,0,5.81610038,0.994636447
173,PC2_7_3,Papa Cacho,Winterfell,PC2,C,PC2_2,PC2_7,3,Positive,B7,1,0.99,2.46,6.61,10.06,,NA,NA,NA,NA,NA,,Papa Cacho_Sterile_S,Sterile,S,12.39,4,5.502213191,-9.93,119,0,4.362462382,0.982813484
174,PC2_7_4,Papa Cacho,Winterfell,PC2,C,PC2_9,PC2_7,4,Positive,tube,NA,0.08,27.45,3.34,30.87,,NA,NA,NA,NA,NA,,Papa Cacho_Sterile_S,Sterile,S,25.55,3,4.01661964,1.9,152,0.498352549,4.250564228,0.975127588
177,PC2_8_5,Papa Cacho,Winterfell,PC2,C,PC2_7,PC2_8,5,Positive,B8,2,1.28,33.69,10.12,45.09,,NA,NA,NA,NA,NA,,Papa Cacho_Sterile_S,Sterile,S,38.6075,4,6.519342215,-4.9175,483.1428571,0.486967828,5.045231471,0.98450659
178,PC2_9_3,Papa Cacho,Winterfell,PC2,C,PC2_2,PC2_9,3,Positive,B9,1,1.4,12.9,6.57,20.87,,NA,NA,NA,NA,NA,,Papa Cacho_Sterile_S,Sterile,S,12.39,4,5.502213191,0.51,59,0,3.771848604,0.97238942
180,R1_10_3,Ranger,Hancock,R1,M,R1_9,R1_10,3,Positive,H10,1,0.78,0.48,2.85,4.11,,NA,NA,NA,NA,NA,,Ranger_Sterile_S,Sterile,S,0.33,2,0.33,0.15,160,0,4.528645066,0.981579283
181,R1_2_3,Ranger,Hancock,R1,M,R1_9,R1_2,3,Positive,H2,1,0.86,0,3.06,3.92,,NA,NA,NA,NA,NA,,Ranger_Sterile_S,Sterile,S,0.33,2,0.33,-0.33,209,0.124700598,4.957287478,0.990899323
182,R1_2_5,Ranger,Hancock,R1,M,R1_10,R1_2,5,Positive,Tube,NA,0.17,34.65,3.08,37.9,,NA,NA,NA,NA,NA,,Ranger_Sterile_S,Sterile,S,36.9475,4,3.315504926,-2.2975,783.625,2.828251725,5.670245672,0.991505861
183,R1_4_3,Ranger,Hancock,R1,M,R1_9,R1_4,3,Positive,H4,1,0.29,0,1.85,2.14,,NA,NA,NA,NA,NA,,Ranger_Sterile_S,Sterile,S,0.33,2,0.33,-0.33,80,0,3.969686953,0.973670538
186,R1_6_3,Ranger,Hancock,R1,M,R1_9,R1_6,3,Positive,H6,1,0.03,0,0.59,0.62,,NA,NA,NA,NA,NA,,Ranger_Sterile_S,Sterile,S,0.33,2,0.33,-0.33,282.3333333,0.925918492,5.17296366,0.991287194
188,R1_7_5,Ranger,Hancock,R1,M,R1_10,R1_7,5,Positive,Tube,NA,0.4,38.8,3.3,42.5,,NA,NA,NA,NA,NA,,Ranger_Sterile_S,Sterile,S,36.9475,4,3.315504926,1.8525,647,13.24291534,5.552560611,0.99058294
190,R1_9_2,Ranger,Hancock,N1,M,R1_6,R1_9,2,Positive,A9,3,0.07,53.95,NA,54.02,,NA,NA,NA,NA,NA,NO PLANT,Norkodah_Sterile_S,Sterile,S,45.305,4,2.727460663,8.645,187.2,0.621363265,4.670011646,0.985927102
195,R2_2_3,Ranger,Winterfell,R2,M,R2_3,R2_2,3,Positive,B2,2,0.84,3.56,5.33,9.73,,NA,NA,NA,NA,NA,,Ranger_Sterile_S,Sterile,S,0.33,2,0.33,3.23,216,0.249420625,4.891198195,0.988826232
196,R2_3_3,Ranger,Winterfell,R2,M,R2_3,R2_3,3,Positive,B3,2,0.88,0.7,5.68,7.26,,NA,NA,NA,NA,NA,,Ranger_Sterile_S,Sterile,S,0.33,2,0.33,0.37,237,0,4.929297138,0.988587858
198,R2_5_3,Ranger,Winterfell,R2,M,R2_3,R2_5,3,Positive,B5,2,0.14,0,NA,0.14,,NA,NA,NA,NA,NA,,Ranger_Sterile_S,Sterile,S,0.33,2,0.33,-0.33,190,0,4.809707563,0.988809028
202,R2_7_3,Ranger,Winterfell,R2,M,R2_3,R2_7,3,Positive,B7,2,0.25,0,3.18,3.43,,NA,NA,NA,NA,NA,,Ranger_Sterile_S,Sterile,S,0.33,2,0.33,-0.33,130,0,4.388504975,0.982519599
203,R2_7_5,Ranger,Winterfell,R2,M,R2_8,R2_7,5,Positive,Tube,NA,0.56,35.2,3.84,39.6,,NA,NA,NA,NA,NA,,Ranger_Sterile_S,Sterile,S,36.9475,4,3.315504926,-1.7475,725.1,0.381946741,5.922033211,0.995179793
204,R2_8_4,Ranger,Winterfell,R2,M,R2_2,R2_8,4,Positive,C8,2,0.03,25.78,1.8,27.61,,NA,NA,NA,NA,NA,,Ranger_Sterile_S,Sterile,S,29.9125,4,2.263774043,-4.1325,151,0,4.297185429,0.978118031
205,R2_8_5,Ranger,Winterfell,R2,M,R2_8,R2_8,5,Positive,Tube,NA,0.22,29.64,4.01,33.87,,NA,NA,NA,NA,NA,,Ranger_Sterile_S,Sterile,S,36.9475,4,3.315504926,-7.3075,558,0.099910354,5.303411385,0.98691894
206,S1_1_4,Snowden,Hancock,S1,M,S1_8,S1_1,4,Positive,tube,NA,0.24,36.54,3.74,40.52,,NA,NA,NA,NA,NA,,Snowden_Sterile_S,Sterile,S,31.63,4,2.640773245,4.91,81,0,4.091110832,0.97909368
207,S1_1_5,Snowden,Hancock,S1,M,S1_6,S1_1,5,Positive,Tube,NA,1.57,61.91,7.05,70.53,,NA,NA,NA,NA,NA,,Snowden_Sterile_S,Sterile,S,45.115,4,7.271561616,16.795,81,0,3.080877525,0.911739129
211,S1_2_5,Snowden,Hancock,S1,M,S1_6,S1_2,5,Positive,Tube,NA,1.65,60.44,8.12,70.21,,NA,NA,NA,NA,NA,,Snowden_Sterile_S,Sterile,S,45.115,4,7.271561616,15.325,544.25,0.736742368,4.876831091,0.978443204
213,S1_3_3,Snowden,Hancock,S1,M,S1_4,S1_3,3,Positive,G3,2,1.3,26.18,4.03,31.51,,NA,NA,NA,NA,NA,,Snowden_Sterile_S,Sterile,S,33.28,2,3.66,-7.1,99,0,4.159554641,0.976619709
215,S1_4_2,Snowden,Hancock,S1,M,S1_3,S1_4,2,Positive,G4,2,0.48,56.09,2.22,58.79,,NA,NA,NA,NA,NA,,Snowden_Sterile_S,Sterile,S,41.3225,4,8.267697558,14.7675,164,0.498473279,4.604682631,0.985665395
220,S1_8_3,Snowden,Hancock,S1,M,S1_4,S1_8,3,Positive,G8,2,2.54,62.2,8.66,73.4,,NA,NA,NA,NA,NA,,Snowden_Sterile_S,Sterile,S,33.28,2,3.66,28.92,65,0,3.776979353,0.969628413
221,S1_8_5,Snowden,Hancock,S1,M,S1_6,S1_8,5,Positive,Tube,NA,1.22,53.73,6.39,61.34,,NA,NA,NA,NA,NA,,Snowden_Sterile_S,Sterile,S,45.115,4,7.271561616,8.615,597.375,0.826594008,5.297296976,0.98940441
223,S2_1_2,Snowden,Winterfell,S2,M,S2_5,S2_1,2,Positive,F1,1,0.85,34.88,2.11,37.84,,NA,NA,NA,NA,NA,,Snowden_Sterile_S,Sterile,S,41.3225,4,8.267697558,-6.4425,240,0,4.805689757,0.986185695
224,S2_1_5,Snowden,Winterfell,S2,M,S2_7,S2_1,5,Positive,Tube,NA,1.65,13.92,2.88,18.45,,NA,NA,NA,NA,NA,,Snowden_Sterile_S,Sterile,S,45.115,4,7.271561616,-31.195,77,0,3.566133885,0.959457886
227,S2_2_5,Snowden,Winterfell,S2,M,S2_7,S2_2,5,Positive,Tube,NA,1.07,36.6,1.6,39.27,,NA,NA,NA,NA,NA,,Snowden_Sterile_S,Sterile,S,45.115,4,7.271561616,-8.515,641.5,1.298700562,5.486760989,0.990893509
230,S2_4_5,Snowden,Winterfell,S2,M,S2_7,S2_4,5,Positive,Tube,NA,0.9,40.74,3.35,44.99,,NA,NA,NA,NA,NA,,Snowden_Sterile_S,Sterile,S,45.115,4,7.271561616,-4.375,365,0.499314599,5.201265077,0.988708205
234,S2_7_3,Snowden,Winterfell,S2,M,S2_1,S2_7,3,Positive,E7,2,2.96,33.2,7.4,43.56,,NA,NA,NA,NA,NA,,Snowden_Sterile_S,Sterile,S,33.28,2,3.66,-0.08,202,2.885226586,4.792681823,0.986960921
235,S2_7_5,Snowden,Winterfell,S2,M,S2_7,S2_7,5,Positive,Tube,NA,2.08,34.38,4.09,40.55,,NA,NA,NA,NA,NA,,Snowden_Sterile_S,Sterile,S,45.115,4,7.271561616,-10.735,454,4.181654395,4.961775592,0.981775673
240,W1_10_3,Wac 5,Hancock,W1,A,W1_5,W1_10,3,Positive,H10,2,1.42,9.27,3.89,14.58,,NA,NA,NA,NA,NA,,Wac 5_Sterile_S,Sterile,S,11.66,2,5.52,-2.39,182,0,4.611727085,0.983896163
241,W1_2_3,Wac 5,Hancock,W1,A,W1_5,W1_2,3,Positive,H2,2,0.92,27.87,3.3,32.09,,NA,NA,NA,NA,NA,NO PLANT,Wac 5_Sterile_S,Sterile,S,11.66,2,5.52,16.21,205.25,0.736541213,4.578722188,0.982597912
242,W1_2_5,Wac 5,Hancock,W1,A,W1_8,W1_2,5,Positive,A2,1,0.5,36.17,4.99,41.66,,NA,NA,NA,NA,NA,,Wac 5_Sterile_S,Sterile,S,30.36,2,0.42,5.81,58,0,3.632411862,0.963267004
243,W1_3_5,Wac 5,Hancock,W1,A,W1_8,W1_3,5,Positive,A3,1,0.25,27.92,3.03,31.2,,NA,NA,NA,NA,NA,,Wac 5_Sterile_S,Sterile,S,30.36,2,0.42,-2.44,197,0,4.791915654,0.988195769
245,W1_5_2,Wac 5,Hancock,W1,A,W1_4,W1_5,2,Positive,D5,1,1.41,12.69,4.71,18.81,,NA,NA,NA,NA,NA,,Wac 5_Sterile_S,Sterile,S,29.145,4,9.076069726,-16.455,236,0.124734888,5.007495528,0.989450041
250,W1_8_4,Wac 5,Hancock,W1,A,W1_5,W1_8,4,Positive,d8,1,0.73,35.66,4.85,41.24,,NA,NA,NA,NA,NA,,Wac 5_Sterile_S,Sterile,S,1.52,2,1.35,34.14,205,0,4.789859668,0.987092335
251,W1_8_5,Wac 5,Hancock,W1,A,W1_8,W1_8,5,Positive,A8,1,0.25,11.39,1.97,13.61,,NA,NA,NA,NA,NA,,Wac 5_Sterile_S,Sterile,S,30.36,2,0.42,-18.97,55,0,3.643838612,0.966795819
253,W2_1_3,Wac 5,Winterfell,W2,A,W2_7,W2_1,3,Positive,A1,2,1.37,5.78,2.59,9.74,,NA,NA,NA,NA,NA,,Wac 5_Sterile_S,Sterile,S,11.66,2,5.52,-5.88,296,0,5.125920597,0.990593846
257,W2_10_4,Wac 5,Winterfell,W2,A,W2_7,W2_10,4,Positive,E10,2,0.64,0.23,2.75,3.62,,NA,NA,NA,NA,NA,,Wac 5_Sterile_S,Sterile,S,1.52,2,1.35,-1.29,194,0,4.424006885,0.975624559
259,W2_7_2,Wac 5,Winterfell,W2,A,W2_5,W2_7,2,Positive,E7,1,1.05,36.7,2.45,40.2,,NA,NA,NA,NA,NA,,Wac 5_Sterile_S,Sterile,S,29.145,4,9.076069726,7.555,199,0.166247379,4.730767369,0.985914876
260,W2_7_3,Wac 5,Winterfell,W2,A,W2_7,W2_7,3,Positive,A7,2,0.07,1.61,1.26,2.94,,NA,NA,NA,NA,NA,,Wac 5_Sterile_S,Sterile,S,11.66,2,5.52,-10.05,208,0,4.919487037,0.990163804
261,W2_9_3,Wac 5,Winterfell,W2,A,W2_7,W2_9,3,Positive,A9,2,0.36,4.93,1.64,6.93,,NA,NA,NA,NA,NA,,Wac 5_Sterile_S,Sterile,S,11.66,2,5.52,-6.73,165,0,4.595632887,0.983482737
263,WA1_10_2,Wac 663,Hancock,WA1,A,WA1_6,WA1_10,2,Positive,H10,2,1.54,30.48,2.96,34.98,,NA,NA,NA,NA,NA,,Wac 663_Sterile_S,Sterile,S,19.12,4,2.464829271,11.36,164,0.249236639,4.71788453,0.987848595
265,WA1_2_3,Wac 663,Hancock,WA1,A,WA1_10,WA1_2,3,Positive,C2,2,1.13,9.6,5.39,16.12,,NA,NA,NA,NA,NA,NO TUBER/AG?,Wac 663_Sterile_S,Sterile,S,4.125,2,1.655,5.475,153,0,4.519151239,0.983298815
269,WA1_6_4,Wac 663,Hancock,WA1,A,WA1_2,WA1_6,4,Positive,B6,1,0.36,16.23,5.1,21.69,,NA,NA,NA,NA,NA,,Wac 663_Sterile_S,Sterile,S,3.89,4,1.339981343,12.34,172,0,4.743239429,0.988713617
270,WA1_8_3,Wac 663,Hancock,WA1,A,WA1_10,WA1_8,3,Positive,C8,2,1.15,3.52,5.14,9.81,,NA,NA,NA,NA,NA,NO PLANT,Wac 663_Sterile_S,Sterile,S,4.125,2,1.655,-0.605,185,0,4.543817186,0.98272346
271,WA2_1_3,Wac 663,Winterfell,WA2,A,WA2_10,WA2_1,3,Positive,F1,2,1.44,1.39,6.83,9.66,,NA,NA,NA,NA,NA,,Wac 663_Sterile_S,Sterile,S,4.125,2,1.655,-2.735,62,0,3.836942774,0.973893244
272,WA2_10_2,Wac 663,Winterfell,WA2,A,WA2_2,WA2_10,2,Positive,F10,2,0.73,23.97,2.75,27.45,,NA,NA,NA,NA,NA,,Wac 663_Sterile_S,Sterile,S,19.12,4,2.464829271,4.85,196,0.166240953,4.812069388,0.988274941
273,WA2_10_5,Wac 663,Winterfell,WA2,A,WA2_2,WA2_10,5,Positive,F10,1,0.29,2.07,3.58,5.94,,NA,NA,NA,NA,NA,,Wac 663_Sterile_S,Sterile,S,6.21,4,0.909789353,-4.14,210,0,4.42778828,0.97304624
274,WA2_2_4,Wac 663,Winterfell,WA2,A,WA2_8,WA2_2,4,Positive,B2,2,0.23,10.98,2.19,13.4,,NA,NA,NA,NA,NA,,Wac 663_Sterile_S,Sterile,S,3.89,4,1.339981343,7.09,306,0,5.065585195,0.988639356
277,WA2_3_5,Wac 663,Winterfell,WA2,A,WA2_2,WA2_3,5,Positive,F3,1,0.28,11.02,3.5,14.8,,NA,NA,NA,NA,NA,,Wac 663_Sterile_S,Sterile,S,6.21,4,0.909789353,4.81,219,0,4.59266151,0.981920044
278,WA2_4_5,Wac 663,Winterfell,WA2,A,WA2_2,WA2_4,5,Positive,F4,1,0.29,6.48,3.45,10.22,,NA,NA,NA,NA,NA,,Wac 663_Sterile_S,Sterile,S,6.21,4,0.909789353,0.27,92,0,4.050201712,0.977040558
283,WA2_8_3,Wac 663,Winterfell,WA2,A,WA2_10,WA2_8,3,Positive,F8,2,0.54,2.91,5.47,8.92,,NA,NA,NA,NA,NA,,Wac 663_Sterile_S,Sterile,S,4.125,2,1.655,-1.215,164,0,4.39932439,0.976769938